customerid,age,gender,frequencyofpurchases,purchaseamount,interactiontype,subscriptionstatus,promocodeused,previouspurchases,timestamp
2306,68,Male,Weekly,63,purchase,No,No,47,2023-08-13
2307,27,Male,Bi-Weekly,78,view,No,No,8,2023-08-14
2308,28,Male,Annually,96,like,No,No,30,2023-08-15
2309,49,Male,Quarterly,81,view,No,No,22,2023-08-16
2310,70,Male,Quarterly,95,like,No,No,3,2023-08-17
2311,30,Male,Monthly,68,purchase,No,No,15,2023-08-18
2312,27,Male,Every 3 Months,28,view,No,No,10,2023-08-19
2313,19,Male,Every 3 Months,30,like,No,No,19,2023-08-20
2314,64,Male,Fortnightly,31,view,No,No,36,2023-08-21
2315,42,Male,Every 3 Months,95,like,No,No,12,2023-08-22
2316,69,Male,Quarterly,79,like,No,No,49,2023-08-23
2317,28,Male,Annually,39,purchase,No,No,7,2023-08-24
2318,47,Male,Monthly,34,view,No,No,28,2023-08-25
2319,69,Male,Annually,28,like,No,No,30,2023-08-26
2320,56,Male,Monthly,38,purchase,No,No,29,2023-08-27
2321,28,Male,Every 3 Months,55,purchase,No,No,9,2023-08-28
2322,50,Male,Fortnightly,31,view,No,No,27,2023-08-29
2323,39,Male,Fortnightly,84,like,No,No,21,2023-08-30
2324,35,Male,Monthly,93,view,No,No,36,2023-08-31
2325,59,Male,Annually,28,like,No,No,19,2023-09-01
2326,44,Male,Weekly,55,like,No,No,47,2023-09-02
2327,66,Male,Annually,63,purchase,No,No,38,2023-09-03
2328,20,Male,Bi-Weekly,94,view,No,No,22,2023-09-04
2329,45,Male,Bi-Weekly,36,like,No,No,29,2023-09-05
2330,49,Male,Annually,97,purchase,No,No,42,2023-09-06
2331,60,Male,Every 3 Months,63,purchase,No,No,47,2023-09-07
2332,61,Male,Bi-Weekly,77,purchase,No,No,10,2023-09-08
2333,36,Male,Monthly,53,view,No,No,10,2023-09-09
2334,33,Male,Every 3 Months,77,like,No,No,1,2023-09-10
2335,49,Male,Monthly,79,view,No,No,7,2023-09-11
2336,31,Male,Fortnightly,37,like,No,No,10,2023-09-12
2337,19,Male,Weekly,94,like,No,No,11,2023-09-13
2338,39,Male,Annually,76,purchase,No,No,5,2023-09-14
2339,66,Male,Quarterly,68,view,No,No,21,2023-09-15
2340,25,Male,Quarterly,65,like,No,No,24,2023-09-16
2341,63,Male,Fortnightly,24,purchase,No,No,37,2023-09-17
2342,56,Male,Every 3 Months,31,purchase,No,No,22,2023-09-18
2343,20,Male,Fortnightly,89,purchase,No,No,16,2023-09-19
2344,58,Male,Monthly,49,view,No,No,44,2023-09-20
2345,34,Male,Bi-Weekly,92,like,No,No,14,2023-09-21
2346,28,Male,Every 3 Months,32,view,No,No,23,2023-09-22
2347,22,Male,Fortnightly,67,like,No,No,46,2023-09-23
2348,37,Male,Every 3 Months,64,like,No,No,46,2023-09-24
2349,54,Male,Every 3 Months,84,purchase,No,No,16,2023-09-25
2350,65,Male,Every 3 Months,34,view,No,No,40,2023-09-26
2351,57,Male,Annually,26,like,No,No,21,2023-09-27
2352,38,Male,Bi-Weekly,50,purchase,No,No,25,2023-09-28
2353,70,Male,Quarterly,46,purchase,No,No,25,2023-09-29
2354,56,Male,Every 3 Months,71,view,No,No,25,2023-09-30
2355,56,Male,Monthly,78,like,No,No,27,2023-10-10
2356,22,Male,Monthly,35,view,No,No,12,2023-10-11
2357,57,Male,Quarterly,58,like,No,No,27,2023-10-12
2358,53,Male,Bi-Weekly,67,like,No,No,40,2023-10-13
2359,53,Male,Quarterly,93,purchase,No,No,38,2023-10-14
2360,19,Male,Every 3 Months,81,view,No,No,44,2023-10-15
2361,49,Male,Every 3 Months,80,like,No,No,27,2023-10-16
2362,44,Male,Every 3 Months,64,purchase,No,No,30,2023-10-17
2363,27,Male,Monthly,41,purchase,No,No,24,2023-10-18
2364,60,Male,Bi-Weekly,79,view,No,No,38,2023-10-19
2365,62,Male,Quarterly,60,like,No,No,4,2023-10-20
2366,52,Male,Monthly,91,view,No,No,32,2023-10-21
2367,30,Male,Fortnightly,66,like,No,No,32,2023-10-22
2368,66,Male,Bi-Weekly,85,like,No,No,28,2023-10-23
2369,29,Male,Every 3 Months,38,purchase,No,No,6,2023-10-24
2370,24,Male,Monthly,23,view,No,No,24,2023-10-25
2371,51,Male,Weekly,71,like,No,No,38,2023-10-26
2372,67,Male,Annually,25,view,No,No,28,2023-10-27
2373,50,Male,Fortnightly,39,like,No,No,9,2023-10-28
2374,37,Male,Every 3 Months,20,like,No,No,21,2023-10-29
2375,69,Male,Monthly,73,purchase,No,No,31,2023-10-30
2376,60,Male,Quarterly,63,view,No,No,18,2023-10-31
2377,21,Male,Weekly,94,like,No,No,5,2023-11-01
2378,44,Male,Annually,94,purchase,No,No,22,2023-11-02
2379,26,Male,Bi-Weekly,71,purchase,No,No,37,2023-11-03
2380,40,Male,Monthly,77,purchase,No,No,22,2023-11-04
2381,41,Male,Fortnightly,66,view,No,No,36,2023-11-05
2382,62,Male,Annually,23,like,No,No,23,2023-11-06
2383,39,Male,Weekly,60,view,No,No,44,2023-11-07
2384,53,Male,Annually,72,like,No,No,25,2023-11-08
2385,24,Male,Quarterly,35,like,No,No,40,2023-11-09
2386,41,Male,Weekly,31,purchase,No,No,12,2023-11-10
2387,19,Male,Monthly,33,view,No,No,14,2023-11-11
2388,36,Male,Monthly,95,like,No,No,14,2023-11-12
2389,21,Male,Annually,68,purchase,No,No,10,2023-11-13
2390,25,Male,Every 3 Months,87,purchase,No,No,17,2023-11-14
2391,65,Male,Fortnightly,64,view,No,No,24,2023-11-15
2392,42,Male,Quarterly,74,like,No,No,31,2023-11-16
2393,40,Male,Annually,62,view,No,No,36,2023-11-17
2394,58,Male,Every 3 Months,97,like,No,No,38,2023-11-18
2395,40,Male,Fortnightly,47,like,No,No,23,2023-11-19
2396,62,Male,Bi-Weekly,83,purchase,No,No,47,2023-11-20
2397,38,Male,Weekly,82,view,No,No,20,2023-11-21
2398,37,Male,Monthly,26,like,No,No,41,2023-11-22
2399,65,Male,Fortnightly,81,purchase,No,No,44,2023-11-23
2400,55,Male,Monthly,44,purchase,No,No,31,2023-11-24
2401,43,Male,Bi-Weekly,88,view,No,No,11,2023-11-25
2402,43,Male,Bi-Weekly,76,like,No,No,25,2023-11-26
2403,45,Male,Weekly,89,view,No,No,31,2023-11-27
2404,64,Male,Weekly,22,like,No,No,40,2023-11-28
2405,28,Male,Bi-Weekly,33,like,No,No,23,2023-11-29
2406,69,Male,Quarterly,97,purchase,No,No,5,2023-11-30
2407,54,Male,Weekly,57,view,No,No,26,2023-12-01
2408,52,Male,Bi-Weekly,38,like,No,No,11,2023-12-02
2409,23,Male,Every 3 Months,55,purchase,No,No,44,2023-12-03
2410,26,Male,Every 3 Months,37,purchase,No,No,47,2023-12-04
2411,48,Male,Monthly,43,view,No,No,46,2023-12-05
2412,49,Male,Every 3 Months,96,like,No,No,35,2023-12-06
2413,53,Male,Bi-Weekly,51,view,No,No,8,2023-12-07
2414,69,Male,Weekly,95,like,No,No,30,2023-12-08
2415,26,Male,Bi-Weekly,26,like,No,No,14,2023-12-09
2416,21,Male,Weekly,34,purchase,No,No,30,2023-12-10
2417,59,Male,Every 3 Months,83,view,No,No,26,2023-12-11
2418,21,Male,Fortnightly,24,like,No,No,32,2023-12-12
2419,22,Male,Every 3 Months,69,purchase,No,No,47,2023-12-13
2420,26,Male,Every 3 Months,40,purchase,No,No,11,2023-12-14
2421,41,Male,Annually,87,view,No,No,28,2023-12-15
2422,37,Male,Every 3 Months,46,like,No,No,2,2023-12-16
2423,30,Male,Weekly,82,view,No,No,45,2023-12-17
2424,49,Male,Every 3 Months,81,like,No,No,7,2023-12-18
2425,49,Male,Bi-Weekly,57,like,No,No,28,2023-12-19
2426,58,Male,Quarterly,49,purchase,No,No,34,2023-12-20
2427,70,Male,Every 3 Months,42,view,No,No,26,2023-12-21
2428,27,Male,Quarterly,26,like,No,No,45,2023-12-22
2429,65,Male,Annually,38,purchase,No,No,34,2023-12-23
2430,57,Male,Fortnightly,57,purchase,No,No,47,2023-12-24
2431,20,Male,Quarterly,100,view,No,No,42,2023-12-25
2432,34,Male,Every 3 Months,73,like,No,No,27,2023-12-26
2433,59,Male,Monthly,66,view,No,No,43,2023-12-27
2434,54,Male,Bi-Weekly,73,like,No,No,16,2023-12-28
2435,36,Male,Monthly,45,like,No,No,40,2023-01-01
2436,21,Male,Bi-Weekly,27,purchase,No,No,29,2022-12-28
2437,52,Male,Quarterly,24,view,No,No,38,2022-12-29
2438,43,Male,Weekly,59,like,No,No,34,2022-12-30
2439,32,Male,Weekly,20,purchase,No,No,30,2022-12-31
2440,55,Male,Annually,44,Unk,No,No,45,N
2441,31,Male,Annually,90,Unk,No,No,47,N
2442,45,Male,Monthly,36,Unk,No,No,5,N
2443,53,Male,Bi-Weekly,95,Unk,No,No,50,N
2444,24,Male,Bi-Weekly,30,Unk,No,No,24,N
2445,47,Male,Bi-Weekly,65,Unk,No,No,15,N
2446,63,Male,Weekly,96,Unk,No,No,50,N
2447,38,Male,Monthly,65,Unk,No,No,7,N
2448,59,Male,Fortnightly,47,Unk,No,No,10,N
2449,54,Male,Bi-Weekly,25,Unk,No,No,38,N
2450,26,Male,Fortnightly,56,Unk,No,No,31,N
2451,68,Male,Quarterly,76,Unk,No,No,7,N
2452,41,Male,Monthly,60,Unk,No,No,27,N
2453,68,Male,Every 3 Months,67,Unk,No,No,45,N
2454,21,Male,Annually,95,Unk,No,No,13,N
2455,32,Male,Annually,72,Unk,No,No,33,N
2456,20,Male,Every 3 Months,98,Unk,No,No,25,N
2457,59,Male,Monthly,83,Unk,No,No,5,N
2458,53,Male,Quarterly,37,Unk,No,No,23,N
2459,66,Male,Weekly,85,Unk,No,No,17,N
2460,47,Male,Weekly,36,Unk,No,No,14,N
2461,58,Male,Annually,36,Unk,No,No,28,N
2462,28,Male,Weekly,86,Unk,No,No,19,N
2463,68,Male,Bi-Weekly,99,Unk,No,No,31,N
2464,60,Male,Bi-Weekly,21,Unk,No,No,25,N
2465,47,Male,Bi-Weekly,84,Unk,No,No,4,N
2466,18,Male,Weekly,63,Unk,No,No,20,N
2467,32,Male,Annually,84,Unk,No,No,37,N
2468,27,Male,Annually,72,Unk,No,No,28,N
2469,65,Male,Weekly,21,Unk,No,No,6,N
2470,68,Male,Annually,92,Unk,No,No,27,N
2471,55,Male,Fortnightly,72,Unk,No,No,29,N
2472,30,Male,Annually,83,Unk,No,No,1,N
2473,24,Male,Annually,73,Unk,No,No,31,N
2474,57,Male,Quarterly,98,purchase,No,No,28,2023-10-20
2475,23,Male,Quarterly,76,view,No,No,19,2023-10-21
2476,69,Male,Monthly,43,like,No,No,36,2023-10-22
2477,60,Male,Monthly,60,view,No,No,28,2023-10-23
2478,25,Male,Weekly,40,like,No,No,29,2023-10-24
2479,18,Male,Every 3 Months,93,like,No,No,9,2023-10-25
2480,37,Male,Every 3 Months,98,purchase,No,No,26,2023-10-26
2481,61,Male,Fortnightly,91,view,No,No,7,2023-10-27
2482,41,Male,Weekly,92,like,No,No,35,2023-10-28
2483,69,Male,Every 3 Months,87,purchase,No,No,46,2023-10-29
2484,32,Male,Monthly,96,purchase,No,No,8,2023-10-30
2485,60,Male,Every 3 Months,97,view,No,No,50,2023-10-31
2486,43,Male,Annually,55,like,No,No,37,2023-11-01
2487,61,Male,Fortnightly,58,view,No,No,6,2023-11-02
2488,57,Male,Bi-Weekly,21,like,No,No,16,2023-11-03
2489,56,Male,Monthly,82,like,No,No,30,2023-11-04
2490,66,Male,Quarterly,34,purchase,No,No,50,2023-11-05
2491,52,Male,Every 3 Months,78,view,No,No,5,2023-11-06
2492,63,Male,Monthly,47,like,No,No,15,2023-11-07
2493,50,Male,Bi-Weekly,96,purchase,No,No,34,2023-11-08
2494,21,Male,Every 3 Months,23,purchase,No,No,6,2023-11-09
2495,42,Male,Annually,27,view,No,No,26,2023-11-10
2496,40,Male,Every 3 Months,37,like,No,No,34,2023-11-11
2497,67,Male,Weekly,79,view,No,No,37,2023-11-12
2498,35,Male,Annually,40,like,No,No,28,2023-11-13
2499,18,Male,Fortnightly,39,like,No,No,38,2023-11-14
2500,52,Male,Quarterly,73,purchase,No,No,2,2023-11-15
2501,59,Male,Bi-Weekly,84,view,No,No,32,2023-11-16
2502,49,Male,Bi-Weekly,94,like,No,No,30,2023-11-17
2503,46,Male,Every 3 Months,47,purchase,No,No,17,2023-11-18
2504,69,Male,Bi-Weekly,77,purchase,No,No,5,2023-11-19
2505,56,Male,Bi-Weekly,94,view,No,No,31,2023-11-20
2506,27,Male,Quarterly,75,like,No,No,43,2023-11-21
2507,57,Male,Annually,82,view,No,No,19,2023-11-22
2508,58,Male,Every 3 Months,36,like,No,No,32,2023-11-23
2509,23,Male,Bi-Weekly,90,like,No,No,5,2023-11-24
2510,19,Male,Quarterly,48,purchase,No,No,9,2023-11-25
2511,40,Male,Weekly,42,view,No,No,48,2023-11-26
2512,54,Male,Quarterly,33,like,No,No,1,2023-11-27
2513,50,Male,Monthly,63,purchase,No,No,20,2023-11-28
2514,69,Male,Annually,53,purchase,No,No,42,2023-11-29
2515,42,Male,Bi-Weekly,37,view,No,No,45,2023-11-30
2516,37,Male,Monthly,92,like,No,No,41,2023-12-01
2517,46,Male,Quarterly,73,view,No,No,36,2023-12-02
2518,64,Male,Annually,38,like,No,No,10,2023-12-03
2519,20,Male,Annually,51,like,No,No,31,2023-12-04
2520,40,Male,Quarterly,90,purchase,No,No,21,2023-12-05
2521,64,Male,Every 3 Months,56,view,No,No,16,2023-12-06
2522,29,Male,Every 3 Months,33,like,No,No,18,2023-12-07
2523,20,Male,Weekly,53,purchase,No,No,20,2023-12-08
2524,43,Male,Annually,24,purchase,No,No,21,2023-12-09
2525,60,Male,Quarterly,59,view,No,No,23,2023-12-10
2526,39,Male,Weekly,72,like,No,No,20,2023-12-11
2527,47,Male,Bi-Weekly,28,view,No,No,30,2023-12-12
2528,19,Male,Every 3 Months,36,purchase,No,No,33,2023-12-13
2529,52,Male,Monthly,47,view,No,No,31,2023-12-14
2530,34,Male,Monthly,62,like,No,No,48,2023-12-15
2531,25,Male,Weekly,98,view,No,No,28,2023-12-16
2532,43,Male,Every 3 Months,28,like,No,No,7,2023-12-17
2533,55,Male,Weekly,86,like,No,No,4,2023-12-18
2534,66,Male,Bi-Weekly,46,purchase,No,No,49,2023-12-19
2535,41,Male,Weekly,42,view,No,No,22,2023-12-20
2536,47,Male,Fortnightly,80,like,No,No,39,2023-12-21
2537,51,Male,Every 3 Months,39,purchase,No,No,45,2023-12-22
2538,44,Male,Fortnightly,49,purchase,No,No,30,2023-12-23
2539,18,Male,Bi-Weekly,32,view,No,No,33,2023-12-24
2540,33,Male,Bi-Weekly,73,like,No,No,24,2023-12-25
2541,24,Male,Quarterly,42,view,No,No,11,2023-12-26
2542,33,Male,Every 3 Months,58,like,No,No,13,2023-12-27
2543,61,Male,Annually,22,like,No,No,27,2023-12-28
2544,27,Male,Bi-Weekly,56,purchase,No,No,30,2023-01-01
2545,46,Male,Quarterly,70,view,No,No,39,2022-12-28
2546,38,Male,Annually,50,like,No,No,10,2022-12-29
2547,63,Male,Quarterly,21,purchase,No,No,4,2022-12-30
2548,47,Male,Weekly,97,purchase,No,No,16,2022-12-31
2549,42,Male,Monthly,63,view,No,No,34,2023-01-01
2550,41,Male,Every 3 Months,60,like,No,No,11,2023-01-02
2551,53,Male,Fortnightly,52,view,No,No,30,2023-01-03
2552,29,Male,Annually,32,like,No,No,40,2023-01-04
2553,61,Male,Annually,48,like,No,No,13,2023-01-05
2554,69,Male,Every 3 Months,25,purchase,No,No,28,2023-01-06
2555,51,Male,Bi-Weekly,68,view,No,No,49,2023-01-07
2556,24,Male,Weekly,74,like,No,No,23,2023-01-08
2557,24,Male,Quarterly,88,purchase,No,No,4,2023-01-09
2558,70,Male,Fortnightly,23,purchase,No,No,17,2023-01-10
2559,49,Male,Fortnightly,32,view,No,No,24,2023-01-11
2560,48,Male,Every 3 Months,71,like,No,No,21,2023-01-12
2561,58,Male,Bi-Weekly,62,view,No,No,17,2023-01-13
2562,32,Male,Quarterly,20,like,No,No,22,2023-01-14
2563,57,Male,Fortnightly,62,like,No,No,27,2023-01-15
2564,69,Male,Every 3 Months,81,purchase,No,No,1,2023-01-16
2565,42,Male,Weekly,90,view,No,No,27,2023-01-17
2566,30,Male,Quarterly,43,like,No,No,8,2023-01-18
2567,35,Male,Quarterly,38,purchase,No,No,43,2023-01-19
2568,19,Male,Fortnightly,25,purchase,No,No,24,2023-01-20
2569,52,Male,Fortnightly,98,view,No,No,29,2023-01-21
2570,42,Male,Bi-Weekly,75,like,No,No,10,2023-01-22
2571,36,Male,Fortnightly,27,view,No,No,12,2023-01-23
2572,45,Male,Fortnightly,27,like,No,No,48,2023-01-24
2573,54,Male,Quarterly,42,like,No,No,40,2023-01-25
2574,54,Male,Annually,90,purchase,No,No,1,2023-01-26
2575,27,Male,Fortnightly,63,view,No,No,26,2023-01-27
2576,53,Male,Annually,96,like,No,No,9,2023-01-28
2577,20,Male,Quarterly,40,purchase,No,No,19,2023-01-29
2578,52,Male,Monthly,39,like,No,No,37,2023-01-30
2579,54,Male,Quarterly,48,like,No,No,3,2023-01-31
2580,65,Male,Weekly,20,purchase,No,No,40,2023-02-01
2581,43,Male,Quarterly,29,view,No,No,13,2023-02-02
2582,57,Male,Monthly,81,like,No,No,48,2023-02-03
2583,19,Male,Every 3 Months,98,view,No,No,4,2023-02-04
2584,69,Male,Weekly,93,like,No,No,9,2023-02-05
2585,26,Male,Bi-Weekly,30,like,No,No,26,2023-02-06
2586,57,Male,Weekly,37,purchase,No,No,19,2023-02-07
2587,20,Male,Every 3 Months,28,view,No,No,1,2023-02-08
2588,55,Male,Every 3 Months,29,like,No,No,29,2023-02-09
2589,44,Male,Bi-Weekly,49,purchase,No,No,38,2023-02-10
2590,52,Male,Annually,53,purchase,No,No,31,2023-02-11
2591,57,Male,Annually,66,view,No,No,35,2023-02-12
2592,40,Male,Quarterly,61,like,No,No,40,2023-02-13
2593,23,Male,Quarterly,23,view,No,No,13,2023-02-14
2594,36,Male,Every 3 Months,36,like,No,No,9,2023-02-15
2595,59,Male,Every 3 Months,81,purchase,No,No,25,2023-02-16
2596,29,Male,Bi-Weekly,56,view,No,No,3,2023-02-17
2597,63,Male,Monthly,78,like,No,No,35,2023-02-18
2598,60,Male,Bi-Weekly,25,view,No,No,13,2023-02-19
2599,64,Male,Annually,86,like,No,No,31,2023-02-20
2600,63,Male,Monthly,99,like,No,No,48,2023-02-21
2601,21,Male,Bi-Weekly,83,purchase,No,No,6,2023-02-22
2602,61,Male,Monthly,33,view,No,No,43,2023-02-23
2603,65,Male,Quarterly,44,like,No,No,1,2023-02-24
2604,69,Male,Annually,58,purchase,No,No,8,2023-02-25
2605,47,Male,Weekly,54,purchase,No,No,6,2023-02-26
2606,41,Male,Fortnightly,93,view,No,No,32,2023-02-27
2607,68,Male,Bi-Weekly,98,like,No,No,46,2023-02-28
2608,41,Male,Every 3 Months,36,view,No,No,38,2023-03-01
2609,42,Male,Fortnightly,68,like,No,No,48,2023-03-02
2610,66,Male,Bi-Weekly,95,like,No,No,18,2023-03-03
2611,66,Male,Quarterly,93,purchase,No,No,25,2023-03-04
2612,33,Male,Fortnightly,99,view,No,No,4,2023-03-05
2613,55,Male,Quarterly,22,like,No,No,27,2023-03-06
2614,58,Male,Monthly,88,purchase,No,No,14,2023-03-07
2615,18,Male,Fortnightly,65,purchase,No,No,36,2023-03-08
2616,49,Male,Quarterly,62,view,No,No,6,2023-03-09
2617,61,Male,Annually,55,like,No,No,46,2023-03-10
2618,31,Male,Annually,97,view,No,No,29,2023-03-11
2619,70,Male,Monthly,77,like,No,No,12,2023-03-12
2620,68,Male,Weekly,40,purchase,No,No,47,2023-03-13
2621,27,Male,Annually,23,view,No,No,28,2023-03-14
2622,48,Male,Annually,46,like,No,No,21,2023-03-15
2623,63,Male,Annually,75,view,No,No,15,2023-03-16
2624,49,Male,Annually,76,like,No,No,38,2023-03-17
2625,19,Male,Annually,59,like,No,No,19,2023-03-18
2626,30,Male,Weekly,51,purchase,No,No,31,2023-03-19
2627,50,Male,Every 3 Months,46,view,No,No,30,2023-03-20
2628,66,Male,Quarterly,26,like,No,No,40,2023-03-21
2629,25,Male,Bi-Weekly,51,purchase,No,No,42,2023-03-22
2630,61,Male,Annually,44,purchase,No,No,25,2023-03-23
2631,29,Male,Quarterly,82,view,No,No,20,2023-03-24
2632,53,Male,Weekly,44,like,No,No,3,2023-03-25
2633,24,Male,Annually,27,view,No,No,14,2023-03-26
2634,51,Male,Fortnightly,90,like,No,No,32,2023-03-27
2635,26,Male,Every 3 Months,58,like,No,No,20,2023-03-28
2636,59,Male,Fortnightly,80,purchase,No,No,34,2023-03-29
2637,41,Male,Annually,40,view,No,No,6,2023-03-30
2638,20,Male,Annually,23,like,No,No,2,2023-03-31
2639,22,Male,Annually,34,purchase,No,No,35,2023-04-01
2640,18,Male,Quarterly,35,purchase,No,No,33,2023-04-02
2641,30,Male,Bi-Weekly,75,purchase,No,No,45,2023-04-03
2642,25,Male,Every 3 Months,60,view,No,No,20,2023-04-04
2643,39,Male,Annually,87,purchase,No,No,48,2023-04-05
2644,49,Male,Monthly,41,view,No,No,37,2023-04-06
2645,25,Male,Every 3 Months,83,like,No,No,4,2023-04-07
2646,23,Male,Bi-Weekly,81,view,No,No,24,2023-04-08
2647,33,Male,Every 3 Months,56,like,No,No,4,2023-04-09
2648,60,Male,Annually,58,like,No,No,25,2023-04-10
2649,51,Male,Bi-Weekly,84,purchase,No,No,14,2023-04-11
2650,23,Male,Fortnightly,21,view,No,No,14,2023-04-12
2651,20,Male,Every 3 Months,35,like,No,No,46,2023-04-13
2652,51,Male,Quarterly,43,purchase,No,No,27,2023-04-14
2653,23,Female,Monthly,20,purchase,No,No,46,2023-04-15
2654,67,Female,Every 3 Months,36,view,No,No,24,2023-04-16
2655,23,Female,Annually,70,like,No,No,4,2023-04-17
2656,26,Female,Fortnightly,83,view,No,No,2,2023-04-18
2657,52,Female,Fortnightly,76,like,No,No,29,2023-04-19
2658,52,Female,Fortnightly,81,like,No,No,7,2023-04-20
2659,52,Female,Monthly,47,purchase,No,No,39,2023-04-21
2660,35,Female,Fortnightly,35,view,No,No,46,2023-04-22
2661,24,Female,Annually,85,like,No,No,44,2023-04-23
2662,43,Female,Annually,96,purchase,No,No,20,2023-04-24
2663,25,Female,Fortnightly,98,purchase,No,No,44,2023-04-25
2664,46,Female,Annually,52,view,No,No,23,2023-04-26
2665,22,Female,Weekly,84,like,No,No,37,2023-04-27
2666,70,Female,Weekly,71,view,No,No,4,2023-04-28
2667,49,Female,Fortnightly,95,like,No,No,14,2023-04-29
2668,48,Female,Fortnightly,47,like,No,No,31,2023-04-30
2669,59,Female,Quarterly,75,purchase,No,No,9,2023-05-01
2670,39,Female,Weekly,28,view,No,No,31,2023-05-02
2671,30,Female,Bi-Weekly,44,like,No,No,26,2023-05-03
2672,37,Female,Every 3 Months,64,purchase,No,No,41,2023-05-04
2673,56,Female,Annually,28,purchase,No,No,13,2023-05-05
2674,67,Female,Monthly,21,view,No,No,4,2023-05-06
2675,40,Female,Every 3 Months,41,like,No,No,15,2023-05-07
2676,24,Female,Bi-Weekly,38,view,No,No,38,2023-05-08
2677,43,Female,Fortnightly,77,like,No,No,3,2023-05-09
2678,45,Female,Every 3 Months,43,like,No,No,6,2023-05-10
2679,33,Female,Bi-Weekly,91,purchase,No,No,34,2023-05-11
2680,53,Female,Quarterly,68,view,No,No,7,2023-05-12
2681,44,Female,Annually,37,like,No,No,21,2023-05-13
2682,23,Female,Monthly,23,purchase,No,No,17,2023-05-14
2683,59,Female,Every 3 Months,65,purchase,No,No,5,2023-05-15
2684,68,Female,Fortnightly,30,view,No,No,21,2023-05-16
2685,46,Female,Bi-Weekly,45,like,No,No,42,2023-05-17
2686,56,Female,Quarterly,25,view,No,No,49,2023-05-18
2687,40,Female,Fortnightly,72,like,No,No,33,2023-05-19
2688,61,Female,Bi-Weekly,75,like,No,No,12,2023-05-20
2689,53,Female,Every 3 Months,63,purchase,No,No,18,2023-05-21
2690,29,Female,Quarterly,35,view,No,No,47,2023-05-22
2691,44,Female,Weekly,32,like,No,No,18,2023-05-23
2692,43,Female,Monthly,25,purchase,No,No,48,2023-05-24
2693,40,Female,Every 3 Months,90,purchase,No,No,18,2023-05-25
2694,55,Female,Quarterly,70,view,No,No,46,2023-05-26
2695,66,Female,Every 3 Months,27,like,No,No,34,2023-05-27
2696,50,Female,Bi-Weekly,92,view,No,No,10,2023-05-28
2697,57,Female,Monthly,20,purchase,No,No,12,2023-05-29
2698,42,Female,Quarterly,52,view,No,No,36,2023-05-30
2699,55,Female,Quarterly,57,like,No,No,34,2023-05-31
2700,25,Female,Annually,96,view,No,No,49,2023-06-01
2701,22,Female,Weekly,68,like,No,No,36,2023-06-02
2702,49,Female,Fortnightly,30,like,No,No,18,2023-06-03
2703,70,Female,Fortnightly,37,purchase,No,No,39,2023-06-04
2704,56,Female,Weekly,42,view,No,No,34,2023-06-05
2705,52,Female,Weekly,54,like,No,No,35,2023-06-06
2706,65,Female,Bi-Weekly,81,purchase,No,No,1,2023-06-07
2707,24,Female,Quarterly,40,purchase,No,No,48,2023-06-08
2708,32,Female,Weekly,88,view,No,No,19,2023-06-09
2709,57,Female,Weekly,94,like,No,No,44,2023-06-10
2710,35,Female,Bi-Weekly,54,view,No,No,9,2023-06-11
2711,69,Female,Fortnightly,51,like,No,No,3,2023-06-12
2712,30,Female,Monthly,22,like,No,No,50,2023-06-13
2713,37,Female,Quarterly,95,purchase,No,No,7,2023-06-14
2714,19,Female,Annually,57,view,No,No,20,2023-06-15
2715,53,Female,Bi-Weekly,45,like,No,No,16,2023-06-16
2716,25,Female,Fortnightly,92,purchase,No,No,29,2023-06-17
2717,47,Female,Weekly,40,purchase,No,No,21,2023-06-18
2718,18,Female,Every 3 Months,62,view,No,No,19,2023-06-19
2719,22,Female,Bi-Weekly,90,like,No,No,10,2023-06-20
2720,69,Female,Monthly,82,view,No,No,4,2023-06-21
2721,55,Female,Quarterly,52,like,No,No,45,2023-06-22
2722,19,Female,Fortnightly,70,like,No,No,17,2023-06-23
2723,23,Female,Fortnightly,83,purchase,No,No,22,2023-06-24
2724,54,Female,Every 3 Months,49,view,No,No,3,2023-06-25
2725,52,Female,Fortnightly,91,like,No,No,11,2023-06-26
2726,64,Female,Annually,99,purchase,No,No,4,2023-06-27
2727,33,Female,Bi-Weekly,92,purchase,No,No,11,2023-06-28
2728,40,Female,Fortnightly,87,view,No,No,47,2023-06-29
2729,26,Female,Weekly,28,like,No,No,17,2023-06-30
2730,31,Female,Monthly,71,view,No,No,32,2023-07-01
2731,23,Female,Annually,32,like,No,No,37,2023-07-02
2732,52,Female,Quarterly,33,like,No,No,44,2023-07-03
2733,21,Female,Every 3 Months,75,purchase,No,No,27,2023-07-04
